Year,Country,TotalDeaths,TotalAffected,TotalDamage
2001,DJI,0,1.00E+05,0
2001,DNK,0,0,0
2001,DOM,3,0,10
2001,DZA,921,45423,3.00E+05
2001,ECU,58,32300,10975
2001,EGY,147,510,10000
2001,ESP,106,776,72000
2001,EST,22,30,0
2001,ETH,471,47724,0
2001,FJI,1,0,0
2001,FRA,48,34984,132350
2001,GAB,50,10,0
2001,GBR,24,340,0
2001,GEO,0,900,0
2001,GHA,187,145259,0
2001,GIN,137,220186,0
2001,GLP,20,0,0
2001,GMB,1,250,0
2001,GNQ,1,250,0
2001,GRC,11,1350,0
2001,GTM,122,122116,14150
2001,HND,21,281321,5000
2001,HRV,0,1200,0
2001,HTI,71,5091,20
2001,HUN,81,10000,5000
2001,IDN,1221,122287,20000
2001,IND,21485,27020326,2984924
2001,IRN,730,1206962,103800
2001,ISR,15,247,0
2001,ITA,139,7,278100
2001,JAM,1,200,55487
2001,JOR,52,0,0
2001,JPN,118,21380,1800000
2001,KAZ,3,3680,0
2001,KEN,184,814,38
2001,KGZ,20,0,0
2001,KHM,56,1989182,15000
2001,KOR,81,310300,366000
2001,LAO,0,453000,0
2001,LKA,13,1000200,0
2001,LSO,1,2001,0
2001,LTU,20,0,0
2001,LVA,21,0,0
2001,MAR,26,300,2200
2001,MDG,47,14,0
2001,MEX,45,6400,401000
2001,MKD,25,6,0
2001,MLI,2,3500,0
2001,MMR,67,3763,0
2001,MNG,26,175000,0
2001,MOZ,96,849937,36000
2001,MRT,11,1003000,0
2001,MWI,1205,549020,6700
2001,MYS,25,33200,0
2001,NAM,134,12098,0
2001,NER,624,3652651,0
2001,NGA,1522,92854,3000
2001,NIC,16,212866,1000
2001,NLD,9,180,0
2001,NOR,0,1500,0
2001,NPL,180,21268,0
2001,NZL,0,0,2.00E+05
2001,PAK,306,1320211,246500
2001,PAN,0,775,0
2001,PER,495,420732,3.00E+05
2001,PHL,738,3625009,109641
2001,PNG,0,1596,0
2001,POL,297,15000,7.00E+05
2001,PRI,2,9480,146000
2001,PRK,124,187584,9400
2001,PRT,90,222,0
2001,ROU,41,14905,135000
2001,RUS,1129,394079,308300
2001,RWA,12,3000,0
2001,SAU,70,74,0
2001,SCG,0,170,0
2001,SDN,53,97061,2000
2001,SEN,18,353,0
2001,SHN,0,300,0
2001,SLE,12,3,0
2001,SLV,1159,1991550,1870900
2001,SOM,163,6650,0
2001,SPI,7,300,0
2001,SUR,10,0,0
2001,SVK,1,0,6000
2001,SWZ,30,970059,0
2001,SYR,54,191,0
2001,TCD,242,979229,1000
2001,TGO,235,1567,0
2001,THA,282,475672,28500
2001,TJK,1,3185,834
2001,TLS,1,2508,0
2001,TON,0,16500,51300
2001,TUR,155,3766,25000
2001,TWN,196,652439,1047000
2001,TZA,111,1611,0
2001,UGA,69,4386,0
2001,UKR,84,300072,15000
2001,URY,0,5000,0
2001,USA,517,205538,8361800
2001,VEN,37,3,0
2001,VNM,462,1809616,171900
2001,VUT,2,5300,0
2001,WSM,0,0,1500
2001,YEM,98,17,0
2001,ZAF,206,43744,0
2001,ZMB,129,618359,0
2001,ZWE,13,6030000,3600
2002,AFG,4178,313832,0
2002,AGO,58,35,0
2002,ALB,7,192110,17500
2002,ARE,29,23,0
2002,ARG,58,17952,0
2002,AUS,2,373,2050000
2002,AUT,12,60300,2405000
2002,AZE,42,10,0
2002,BDI,128,10202,0
2002,BEL,7,2400,5000
2002,BEN,65,452,0
2002,BGD,1340,1721574,0
2002,BGR,1,0,1000
2002,BOL,169,17246,1.00E+05
2002,BRA,321,322913,11000
2002,BRB,0,2000,200
2002,CAF,110,1495,0
2002,CAN,2,1072,0
2002,CHE,5,283,180000
2002,CHL,19,255642,280000
2002,CHN,3196,285295604,6156800
2002,CIV,77,861,0
2002,COD,2875,652315,9000
2002,COG,128,53015,0
2002,COL,252,126538,0
2002,COM,16,0,0
2002,CPV,0,30000,0
2002,CRI,10,95040,1000
2002,CUB,32,359044,46000
2002,CYM,0,300,1500
2002,CZE,20,2.00E+05,2420000
2002,DEU,120,331098,13650000
2002,DJI,1,350,0
2002,DNK,1,0,0
2002,DOM,31,1770,500
2002,DZA,173,2384,1500
2002,ECU,138,207190,66000
2002,EGY,607,2259,0
2002,ESP,33,1802,10047407
2002,ETH,105,4120,0
2002,FRA,52,3751,1191000
2002,FSM,47,1623,500
2002,GAB,14,0,0
2002,GBR,26,750,400050
2002,GEO,6,19156,350000
2002,GHA,128,2240,0
2002,GIN,58,134,0
2002,GMB,9,0,0
2002,GNB,0,1.00E+05,0
2002,GNQ,0,500,0
2002,GRC,41,569,0
2002,GTM,134,102762,100
2002,GUM,1,15144,130000
2002,HND,19,89219,1.00E+05
2002,HRV,11,0,0
2002,HTI,45,38614,1000
2002,HUN,19,1462,30000
2002,IDN,526,609945,351600
2002,IND,3882,342029618,961910
2002,IRL,0,300,0
2002,IRN,670,351885,363060
2002,ITA,121,29651,1942000
2002,JAM,13,26500,21030
2002,JOR,5,25,0
2002,JPN,7,101047,25500
2002,KEN,101,175008,0
2002,KGZ,0,1002,1500
2002,KHM,29,2120000,38100
2002,KOR,385,92705,4555000
2002,LAO,2,150000,0
2002,LBN,0,500,0
2002,LBR,60,661,0
2002,LBY,81,62,0
2002,LKA,25,500100,0
2002,LSO,0,5.00E+05,0
2002,LUX,20,0,0
2002,MAR,208,15202,2.00E+05
2002,MDA,1,500,832
2002,MDG,694,1150075,181
2002,MEX,268,516917,1050000
2002,MKD,0,1850,0
2002,MLI,58,22827,0
2002,MMR,21,50000,0
2002,MNG,3,665000,0
2002,MNP,0,300,0
2002,MOZ,244,606713,0
2002,MRT,25,27500,0
2002,MUS,3,1050,50000
2002,MWI,758,3226624,0
2002,MYS,12,155,0
2002,NAM,19,345009,0
2002,NER,320,4559,0
2002,NGA,2190,24320,0
2002,NIC,2,29846,1050
2002,NLD,4,0,3.00E+05
2002,NPL,667,266072,0
2002,NZL,0,300,500
2002,OMN,53,91,50000
2002,PAK,315,160083,30
2002,PAN,5,29673,500
2002,PER,269,119265,0
2002,PHL,527,1211288,17543
2002,PNG,183,20859,0
2002,POL,202,1,150
2002,PRI,10,0,0
2002,PRK,3,65844,500
2002,PRT,1,60,0
2002,PRY,0,15265,0
2002,REU,0,3100,50000
2002,ROU,19,8701,290
2002,RUS,759,409841,1010970
2002,RWA,197,22279,0
2002,SAU,117,106,0
2002,SCG,11,2531,0
2002,SDN,223,104918,0
2002,SEN,1271,463222,40979
2002,SLB,0,1110,0
2002,SLV,29,3029,0
2002,SOM,194,1231,0
2002,SPI,16,430,79923
2002,SVK,0,0,3000
2002,SWE,1,350,0
2002,SYC,0,6800,0
2002,SYR,113,10089,10000
2002,TGO,95,494,0
2002,THA,215,8354161,40127
2002,TJK,35,5801,2836
2002,TUN,27,48,0
2002,TUR,174,255461,95000
2002,TWN,237,500,25050
2002,TZA,506,3654,0
2002,UGA,281,655977,0
2002,UKR,136,319,0
2002,URY,2,4000,25000
2002,USA,508,175374,10820100
2002,VCT,4,0,11000
2002,VEN,54,55388,3000
2002,VNM,207,2733716,286200
2002,VUT,0,4004,0
2002,YEM,53,700,0
2002,ZAF,261,118785,14041
2002,ZWE,78,623,0
2003,AFG,150,4775,0
2003,AGO,40,831,0
2003,ARG,52,163901,1148210
2003,ASM,6,3,50000
2003,AUS,6,5196,470000
2003,AUT,345,0,280000
2003,AZE,0,31500,55000
2003,BDI,166,286,0
2003,BEL,1186,37,0
2003,BEN,142,287,0
2003,BFA,1075,19496,0
2003,BGD,1713,553360,0
2003,BIH,0,62575,140000
2003,BLR,31,31,0
2003,BMU,4,0,3.00E+05
2003,BOL,205,58566,1000
2003,BRA,412,756196,303000
2003,CAF,87,649,0
2003,CAN,50,2878,690000
2003,CHE,1039,8,285000
2003,CHL,0,285,0
2003,CHN,2752,219643698,16368511
2003,CMR,139,144,0
2003,COD,1197,44697,0
2003,COG,29,2,0
2003,COL,127,40579,0
2003,COM,0,300,0
2003,CRI,3,2635,0
2003,CUB,30,671,0
2003,CYP,0,30,10000
2003,CZE,437,35,0
2003,DEU,9370,9,1950000
2003,DOM,61,77588,44720
2003,DZA,2523,210551,5.00E+06
2003,ECU,38,32941,0
2003,EGY,119,161,0
2003,ERI,0,0,0
2003,ESP,15162,246,880000
2003,ETH,144,12710026,0
2003,FJI,17,30000,30000
2003,FRA,19565,30171,5900050
2003,FSM,0,1000,0
2003,GAB,17,0,0
2003,GBR,301,4,0
2003,GIN,24,43,0
2003,GMB,3,8019,0
2003,GNB,0,0,0
2003,GNQ,0,150,0
2003,GRC,37,540,6.00E+05
2003,GTM,22,220,0
2003,HKG,324,5009,0
2003,HND,96,3175,20000
2003,HRV,788,0,350000
2003,HTI,182,197790,0
2003,HUN,40,5,1.00E+05
2003,IDN,777,688273,4961
2003,IND,3024,8101172,613000
2003,IRL,0,1,0
2003,IRN,27319,298632,522504
2003,IRQ,22,0,0
2003,ITA,20172,1666,5766352
2003,JOR,22,25,0
2003,JPN,46,24484,1319000
2003,KAZ,3,36626,0
2003,KEN,74,60300,0
2003,KGZ,78,221,0
2003,KOR,563,80199,4500000
2003,KWT,0,1,0
2003,LBN,38,17028,0
2003,LBR,0,19418,0
2003,LKA,235,695000,29000
2003,LUX,170,0,0
2003,LVA,15,0,0
2003,MAC,0,1,0
2003,MAR,65,10053,0
2003,MDG,150,186158,150000
2003,MEX,88,241673,216300
2003,MKD,2,4750,0
2003,MLI,106,11216,0
2003,MNG,15,1659,270
2003,MNP,0,0,0
2003,MOZ,217,681647,0
2003,MRT,9,21000,0
2003,MWI,12,19500,0
2003,MYS,10,18803,0
2003,NAM,2,12000,0
2003,NCL,2,1537,40000
2003,NER,202,31861,0
2003,NGA,900,210486,2570
2003,NLD,965,0,0
2003,NPL,399,59298,0
2003,NZL,20,1,3000
2003,OMN,30,0,1000
2003,PAK,699,1269004,0
2003,PAN,2,2415,0
2003,PER,479,1905456,0
2003,PHL,490,687964,42302
2003,PNG,13,621,0
2003,PRI,2,2505,0
2003,PRT,2720,150036,1730000
2003,ROU,3,601,0
2003,RUS,176,1002800,10600
2003,RWA,13,1007039,0
2003,SAU,146,13100,0
2003,SCG,0,307,0
2003,SDN,288,325403,184000
2003,SEN,38,8034,0
2003,SGP,33,205,0
2003,SLB,0,425,0
2003,SLE,10,90,0
2003,SLV,304,50000,0
2003,SOM,1,300,0
2003,SPI,15,0,0
2003,SVK,11,24,150000
2003,SVN,289,0,80000
2003,SWE,0,0,0
2003,TCD,11,131,0
2003,TGO,40,790,0
2003,THA,18,112711,26400
2003,TJK,7,8192,61000
2003,TLS,3,1050,0
2003,TUN,250,27043,0
2003,TUR,518,291242,135000
2003,TWN,70,553,0
2003,TZA,89,1902167,0
2003,UGA,176,12521,0
2003,UKR,17,619,0
2003,URY,0,200,0
2003,USA,434,275631,18971400
2003,VEN,37,666,0
2003,VNM,211,425503,105000
2003,YEM,153,43,0
2003,ZAF,144,2541,0
2003,ZMB,252,14841,0
2003,ZWE,138,18970,2.00E+05
2004,AFG,97,5663,0
2004,AGO,447,358840,0
2004,ALB,18,2525,173
2004,ARE,43,2,0
2004,ARG,213,6534,0
2004,ARM,1,0,0
2004,ASM,0,23060,150000
2004,AUS,6,4385,112500
2004,BDI,3,25620,0
2004,BEL,23,130,1.00E+05
2004,BFA,599,2803,0
2004,BGD,1517,36893159,2700000
2004,BHS,12,9000,1550000
2004,BIH,0,278000,0
2004,BOL,58,55025,0
2004,BRA,275,155490,2000370
2004,BRB,1,880,5000
2004,BTN,0,0,0
2004,BWA,0,4960,0
2004,CAF,28,12748,0
2004,CAN,10,1000,3.00E+05
2004,CHL,3,9502,0
2004,CHN,2545,53102165,4327480
2004,CIV,49,30,0
2004,CMR,46,2924,0
2004,COD,1057,46566,0
2004,COG,42,32,0
2004,COL,143,540049,0
2004,CPV,0,0,0
2004,CRI,10,3336,0
2004,CUB,4,247250,1203139
2004,CYM,2,0,3435080
2004,CYP,0,10,0
2004,DEU,2,150,142000
2004,DJI,51,1.00E+05,0
2004,DMA,0,100,0
2004,DNK,1,2072,0
2004,DOM,781,24292,297000
2004,DZA,104,28061,8.00E+05
2004,EGY,301,241,0
2004,ERI,0,7013,0
2004,ESP,39,1700,17285
2004,ETH,45,72,0
2004,FIN,24,15,0
2004,FJI,16,5600,4000
2004,FRA,39,54,0
2004,FSM,1,6008,0
2004,GAB,20,111,0
2004,GBR,21,1161,96000
2004,GEO,1,90,2156
2004,GHA,24,40,0
2004,GIN,133,1919,0
2004,GLP,1,153,0
2004,GMB,2,6137,0
2004,GNB,6,1199,0
2004,GNQ,15,3596,0
2004,GRC,54,7,340000
2004,GRD,39,60000,889000
2004,GTM,36,79,0
2004,GUM,1,300,1000
2004,HND,115,137530,0
2004,HTI,5422,353377,51000
2004,HUN,0,393,0
2004,IDN,166956,800126,4583100
2004,IND,18410,33861550,3798800
2004,IRL,0,200,0
2004,IRN,682,8303,165240
2004,IRQ,61,8000,0
2004,ITA,28,207,0
2004,JAM,16,350126,895000
2004,JOR,12,12,0
2004,JPN,271,421619,45093500
2004,KAZ,71,164,0
2004,KEN,309,2342369,1.00E+05
2004,KGZ,68,105,0
2004,KHM,0,0,0
2004,KOR,24,9768,827595
2004,LBY,27,51,0
2004,LCA,0,0,500
2004,LKA,35493,1234306,1316500
2004,MAR,716,13596,4.00E+05
2004,MDG,409,1032434,250000
2004,MDV,133,27314,470100
2004,MEX,52,4090,3600
2004,MKD,15,1.00E+05,3600
2004,MLI,57,10,0
2004,MLT,16,4,0
2004,MMR,337,40730,500688
2004,MNP,3,200,0
2004,MOZ,11,16,0
2004,MRT,0,0,0
2004,MWI,27,17,0
2004,MYS,97,77101,510000
2004,NAM,0,25000,0
2004,NER,168,20140,0
2004,NGA,626,37466,0
2004,NIC,29,5969,0
2004,NIU,1,702,40000
2004,NOR,18,12,0
2004,NPL,290,800086,0
2004,NZL,4,5350,245000
2004,OMN,21,13,0
2004,PAK,274,13575,0
2004,PAN,16,22748,0
2004,PER,242,2145123,0
2004,PHL,2130,3284184,138867
2004,PNG,0,19600,0
2004,POL,0,600,0
2004,PRI,39,3514,1.00E+05
2004,PRK,185,242005,428000
2004,PRT,2,0,1338136
2004,PRY,390,300,0
2004,ROU,67,30541,0
2004,RUS,408,14435,62759
2004,RWA,4,540,0
2004,SAU,256,670,0
2004,SCG,12,38,0
2004,SDN,170,8159,0
2004,SEN,68,2052,0
2004,SLE,90,633,0
2004,SLV,68,52,0
2004,SOM,416,306610,1.00E+05
2004,SPI,62,122,0
2004,SVK,3,10554,383300
2004,SVN,1,605,10000
2004,SWZ,22,0,0
2004,SYC,3,4830,30000
2004,SYR,28,211,0
2004,TCA,0,200,0
2004,TCD,174,3582,0
2004,THA,8442,586707,1175000
2004,TJK,0,400180,12000
2004,TON,0,0,0
2004,TTO,3,1760,1000
2004,TUN,93,43,0
2004,TUR,340,88962,0
2004,TWN,79,8873,407710
2004,TZA,21,254003,0
2004,UGA,154,56111,0
2004,UKR,66,5334,0
2004,URY,0,2000,0
2004,USA,240,5101062,55730270
2004,UZB,37,0,0
2004,VCT,0,1004,5000
2004,VEN,81,5730,0
2004,VIR,0,0,0
2004,VNM,281,536374,38000
2004,VUT,2,54008,0
2004,WSM,1,0,0
2004,YEM,41,65,0
2004,ZAF,63,15015320,0
2004,ZMB,2,196398,0
2004,ZWE,21,0,0
2005,AFG,771,45818,5050
2005,AGO,20,10070,0
2005,ALB,5,400500,0
2005,ARG,54,392,0
2005,ASM,0,0,0
2005,AUS,31,4420,140000
2005,AUT,4,900,7.00E+05
2005,AZE,23,0,0
2005,BDI,168,2155025,0
2005,BEL,2,210,0
2005,BEN,4,206,0
2005,BFA,9,606,0
2005,BGD,997,1187006,0
2005,BGR,39,12200,457000
2005,BHS,1,1500,0
2005,BIH,4,3100,0
2005,BLZ,3,0,0
2005,BOL,0,3000,0
2005,BRA,115,41986,0
2005,CAF,24,23846,0
2005,CAN,4,6561,357000
2005,CHE,18,2500,2100000
2005,CHL,61,29105,5000
2005,CHN,3124,83955848,11822775
2005,CIV,40,210,0
2005,CMR,98,1412,0
2005,COD,393,12041,0
2005,COG,23,2002,0
2005,COK,0,608,0
2005,COL,395,605028,10000
2005,COM,26,285358,0
2005,CRI,21,4072,55000
2005,CUB,51,2600000,2100000
2005,CYP,31,8,0
2005,CZE,16,3,0
2005,DEU,4,617,790000
2005,DJI,0,150000,0
2005,DNK,4,0,1300000
2005,DOM,148,2466,0
2005,DZA,43,1894,7256
2005,EGY,136,95,0
2005,ERI,56,30,0
2005,ESP,38,1,2050000
2005,EST,0,100,130000
2005,ETH,335,2852424,6200
2005,FIN,0,400,0
2005,FJI,0,0,0
2005,FRA,71,4080,10000
2005,GBR,11,3000,7.00E+05
2005,GEO,0,2500,0
2005,GHA,98,2248,0
2005,GIN,82,1899,0
2005,GNB,411,25119,0
2005,GNQ,80,650,0
2005,GRC,121,0,0
2005,GTM,1583,477849,988300
2005,GUY,34,274774,465100
2005,HKG,0,0,0
2005,HND,61,105019,115500
2005,HRV,7,250,0
2005,HTI,88,42061,50500
2005,HUN,52,0,48000
2005,IDN,1743,153323,5000
2005,IND,6280,28668727,7650000
2005,IRL,0,0,0
2005,IRN,1090,130279,80000
2005,IRQ,1225,901,0
2005,ISR,7,200,0
2005,ITA,61,103,0
2005,JAM,6,10396,34500
2005,JPN,243,278834,1433000
2005,KAZ,0,25000,7662
2005,KEN,248,3537953,500
2005,KGZ,3,2050,2660
2005,KHM,36,6.00E+05,0
2005,KOR,53,17847,165500
2005,LBR,29,674,0
2005,LKA,39,145030,0
2005,LTU,0,0,30000
2005,LVA,0,0,325000
2005,MAR,67,36,50
2005,MDA,0,6500,7752
2005,MDG,107,81602,0
2005,MEX,120,2983703,7910000
2005,MKD,1,2003,0
2005,MLI,56,1002028,0
2005,MLT,26,2,0
2005,MMR,17,16,0
2005,MOZ,16,1447837,0
2005,MRT,98,10085,0
2005,MWI,61,5144514,0
2005,MYS,13,30600,0
2005,NER,44,3000387,0
2005,NGA,1556,38087,147
2005,NIC,7,26143,0
2005,NLD,11,16,1.00E+05
2005,NOR,0,0,130000
2005,NPL,328,31744,0
2005,NZL,0,500,82000
2005,PAK,74710,12659596,5230000
2005,PAN,3,7000,7000
2005,PER,148,2652,50
2005,PHL,116,217807,2697
2005,PNG,2,17693,0
2005,POL,205,3640,0
2005,PRK,207,16298,0
2005,PRT,477,136,1650000
2005,PRY,0,52990,0
2005,REU,0,157000,0
2005,ROU,110,57083,1313000
2005,RUS,183,9341,23668
2005,SAU,63,67,0
2005,SCG,2,12540,0
2005,SDN,743,172399,0
2005,SEN,303,73022,0
2005,SLE,20,15000,0
2005,SLV,120,77224,355700
2005,SOM,227,9729,20
2005,SPI,36,17,375000
2005,STP,25,1349,0
2005,SVK,1,0,0
2005,SVN,0,0,5000
2005,SWE,7,0,2800000
2005,SWZ,0,1150,0
2005,SYR,62,88,0
2005,TCD,129,6028,0
2005,THA,113,823075,658246
2005,TJK,45,7072,50000
2005,TKL,0,26,0
2005,TLS,22,336,0
2005,TTO,0,0,0
2005,TUR,68,6228,0
2005,TWN,53,4339,301000
2005,TZA,25,16151,0
2005,UGA,65,650746,0
2005,UKR,13,8544,0
2005,URY,18,12,0
2005,USA,2072,851349,159060330
2005,UZB,0,1500,0
2005,VCT,0,530,0
2005,VEN,331,45922,51000
2005,VNM,418,870221,346370
2005,VUT,0,5000,0
2005,WSM,9,0,0
2005,YEM,87,911,0
2005,ZAF,112,429,20000
2005,ZMB,132,1211655,0
2005,ZWE,119,1445,0
2006,AFG,408,2233910,0
2006,AGO,2440,57807,0
2006,ARG,12,4540,0
2006,AUS,4,10271,1282354
2006,AUT,0,516,0
2006,BDI,22,16310,0
2006,BEL,940,0,0
2006,BEN,54,20,0
2006,BFA,855,33076,0
2006,BGD,384,237662,0
2006,BGR,18,547,0
2006,BHR,69,71,0
2006,BLR,5,1820,0
2006,BOL,91,126622,35000
2006,BRA,227,116000,0
2006,BWA,470,22264,0
2006,CAF,11,20,0
2006,CAN,1,3900,0
2006,CHE,1,3000,0
2006,CHL,38,95867,0
2006,CHN,3081,88746960,12463691
2006,CIV,50,95451,0
2006,CMR,190,83,0
2006,COD,381,91229,0
2006,COG,56,8030,0
2006,COL,150,238465,0
2006,COM,41,967,0
2006,CUB,2,1768,0
2006,CZE,6,4315,0
2006,DEU,61,1328,0
2006,DJI,132,49,0
2006,DZA,37,60331,1200
2006,ECU,67,357939,152800
2006,EGY,1293,719,0
2006,ESP,68,39,659000
2006,EST,3,0,0
2006,ETH,1319,467030,3200
2006,FJI,4,392,500
2006,FRA,1406,622,0
2006,GEO,0,600,0
2006,GHA,162,71,0
2006,GIN,172,1548,0
2006,GNB,0,32400,0
2006,GNQ,0,750,0
2006,GRC,4,3690,5659
2006,GTM,81,49,0
2006,GUY,0,35000,169000
2006,HND,4,1500,8000
2006,HRV,0,0,0
2006,HTI,16,39700,0
2006,HUN,47,32300,10000
2006,IDN,8202,3973939,3314243
2006,IND,1997,7387865,3390000
2006,IRN,258,171390,58262
2006,IRQ,108,60004,1300
2006,ITA,18,268,0
2006,JAM,4,5280,0
2006,JOR,10,15,0
2006,JPN,72,23450,2500000
2006,KAZ,41,3,0
2006,KEN,522,784032,0
2006,KGZ,4,21125,0
2006,KHM,5,42368,0
2006,KOR,61,4633,0
2006,LKA,25,333002,3000
2006,LTU,0,0,225573
2006,LVA,40,0,0
2006,MAR,153,2266,0
2006,MDA,13,0,0
2006,MDG,4,6516,0
2006,MEX,199,270720,2700
2006,MKD,0,1500,0
2006,MLI,82,31297,0
2006,MLT,28,0,0
2006,MMR,59,70106,0
2006,MOZ,47,7168,0
2006,MRT,26,10643,0
2006,MSR,0,200,0
2006,MUS,0,2553,0
2006,MWI,28,16852,0
2006,MYS,6,106518,22000
2006,NAM,15,2347,8490
2006,NER,86,47513,0
2006,NGA,940,13137,0
2006,NIC,44,800,0
2006,NLD,1000,0,0
2006,NPL,278,280052,0
2006,NZL,0,1200,3000
2006,PAK,642,8277,0
2006,PAN,29,7884,0
2006,PER,177,18544,0
2006,PHL,3081,8645460,348257
2006,PNG,16,25999,0
2006,POL,88,670,0
2006,PRK,282,94824,0
2006,PRT,41,240,0
2006,PRY,17,1.00E+05,0
2006,ROU,157,24788,0
2006,RUS,548,19929,1187411
2006,RWA,59,2300,0
2006,SAU,442,262,0
2006,SCG,49,36434,0
2006,SDN,1189,195769,0
2006,SEN,126,25,0
2006,SLE,11,26,0
2006,SLV,1,16470,0
2006,SOM,258,497386,0
2006,SUR,3,25000,0
2006,SVK,1,100,0
2006,SWZ,1,6535,0
2006,SYC,0,5461,0
2006,SYR,28,29,0
2006,TCD,72,216,0
2006,TGO,0,2000,0
2006,THA,280,2557308,34940
2006,TJK,43,29157,22000
2006,TLS,0,8730,0
2006,TUN,17,0,0
2006,TUR,196,63315,317000
2006,TWN,8,1142,116130
2006,TZA,255,3722994,0
2006,UGA,286,11513,0
2006,UKR,985,64661,23855
2006,USA,398,83664,6422360
2006,UZB,15,0,0
2006,VEN,0,135,0
2006,VNM,598,3349410,1099000
2006,VUT,0,0,0
2006,YEM,40,2328,0
2006,ZAF,140,7279,216000
2006,ZMB,5,105,0
2006,ZWE,51,63,0
2007,AFG,336,30295,0
2007,AGO,625,64443,0
2007,ALB,0,225,0
2007,ARG,19,135000,40000
2007,AUS,22,5843,1400000
2007,AUT,5,0,4.00E+05
2007,AZE,25,0,0
2007,BDI,17,2025707,0
2007,BEL,2,2,450000
2007,BEN,20,10933,0
2007,BFA,1542,141808,0
2007,BGD,5786,23215230,2414000
2007,BGR,17,1129,2454
2007,BHS,55,7078,0
2007,BIH,0,0,0
2007,BLR,0,0,10000
2007,BLZ,0,20000,14847
2007,BOL,116,824723,590000
2007,BRA,269,1211655,125000
2007,BRB,0,1,0
2007,CAF,13,7830,0
2007,CAN,6,500,0
2007,CHE,1,101,450000
2007,CHL,39,25260,1.00E+05
2007,CHN,2220,120118869,8004698
2007,CIV,69,2275,0
2007,CMR,191,10351,0
2007,COD,584,2414,0
2007,COG,15,25000,0
2007,COL,375,2674750,0
2007,COM,104,1490,0
2007,CPV,57,1,0
2007,CRI,19,24500,80000
2007,CUB,54,210561,5.00E+05
2007,CYP,4,0,0
2007,CZE,4,0,150000
2007,DEU,32,160,5500000
2007,DJI,6,43312,0
2007,DMA,2,7530,20000
2007,DNK,0,0,1.00E+05
2007,DOM,175,162763,162700
2007,DZA,90,1305,43061
2007,ECU,62,69,0
2007,EGY,73,2060,0
2007,ESP,62,4479,4.00E+05
2007,ETH,22,247386,0
2007,FJI,7,969,37652
2007,FRA,31,924,250000
2007,GAB,12,17900,0
2007,GBR,27,374701,9708000
2007,GHA,104,332730,0
2007,GIN,206,23110,0
2007,GLP,0,0,3.00E+05
2007,GMB,32,315,0
2007,GNB,29,3,0
2007,GRC,130,5998,1750000
2007,GTM,11,6001,0
2007,HND,7,36883,6579
2007,HRV,12,26,0
2007,HTI,178,220062,0
2007,HUN,500,0,0
2007,IDN,1387,1260336,1671000
2007,IND,2717,38163386,376151
2007,IRN,91,185041,22000
2007,IRQ,70,4697,0
2007,ITA,48,7,0
2007,JAM,5,33188,3.00E+05
2007,JPN,87,109222,13810000
2007,KEN,106,42702,0
2007,KGZ,0,845,200
2007,KHM,206,36000,1000
2007,KOR,37,1602,70000
2007,LAO,2,0,0
2007,LBN,1,15,0
2007,LBR,1,20500,0
2007,LCA,1,0,40000
2007,LKA,55,406057,50
2007,LSO,40,475060,0
2007,LTU,25,0,0
2007,MAR,65,42,0
2007,MDA,0,210394,406000
2007,MDG,91,255511,240000
2007,MDV,0,1649,0
2007,MEX,210,1858220,3600000
2007,MKD,1,1000202,0
2007,MLI,18,88858,0
2007,MLT,32,17,0
2007,MMR,86,166664,0
2007,MNE,0,1086,0
2007,MNG,14,8,0
2007,MOZ,288,1092846,171000
2007,MRT,59,54120,0
2007,MTQ,2,106,3.00E+05
2007,MUS,2,0,0
2007,MWI,28,721977,0
2007,MYS,102,166533,968000
2007,NAM,14,15250,0
2007,NER,7,57274,0
2007,NGA,814,55145,0
2007,NIC,198,212726,0
2007,NLD,7,0,550000
2007,NPL,275,640741,2400
2007,NZL,0,300,0
2007,OMN,88,20011,3900000
2007,PAK,988,1653011,1947118
2007,PAN,5,1254,0
2007,PER,727,1590685,6.00E+05
2007,PHL,195,2037243,16815
2007,PNG,172,162140,0
2007,POL,19,0,1.00E+05
2007,PRI,1,0,0
2007,PRK,720,1172167,3.00E+05
2007,PRT,16,23,0
2007,PRY,8,125000,30000
2007,PSE,5,765,0
2007,PYF,20,0,0
2007,REU,2,90,0
2007,ROU,80,4260,0
2007,RUS,294,21827,445752
2007,RWA,30,4500,9
2007,SAU,73,38,0
2007,SDN,734,572974,3.00E+05
2007,SEN,64,8145,0
2007,SLB,52,2384,0
2007,SLE,190,4543,0
2007,SLV,2,3300,0
2007,SOM,1180,45748,0
2007,SPI,10,405,0
2007,SRB,0,12370,0
2007,STP,13,3,0
2007,SVK,12,89,0
2007,SVN,6,1050,392000
2007,SWZ,2,411500,0
2007,SYR,46,55,0
2007,TCD,29,173145,0
2007,TGO,71,141353,0
2007,THA,213,183207,1500
2007,TJK,49,24312,0
2007,TLS,1,947,0
2007,TUN,16,6500,0
2007,TUR,193,3225,0
2007,TWN,44,2879,60000
2007,TZA,220,373,0
2007,UGA,232,726999,71
2007,UKR,147,8236,967000
2007,URY,2,120000,45000
2007,USA,382,668178,9663000
2007,VEN,29,5,0
2007,VNM,448,1647706,983000
2007,YEM,293,2633,0
2007,ZAF,198,41675,0
2007,ZMB,34,1553649,0
2007,ZWE,140,2127003,1200
2008,AFG,1348,453004,0
