Year,Country,TotalDeaths,TotalAffected,TotalDamage
1984,GBR,74,160,84800
1984,GHA,170,1500,0
1984,GRC,0,200,0
1984,GTM,0,3000,0
1984,HKG,0,4650,0
1984,HND,0,0,0
1984,HUN,4,0,0
1984,IDN,388,403747,2500
1984,IND,9288,20675107,127000
1984,ISL,0,0,0
1984,ITA,33,10585,3000
1984,JPN,34,9,43000
1984,KEN,0,6.00E+05,0
1984,KNA,0,0,0
1984,KOR,251,355251,205000
1984,LAO,14,2000,0
1984,LKA,51,575000,2000
1984,MAR,0,0,0
1984,MDG,121,100215,250000
1984,MEX,456,72448,541300
1984,MLI,1022,4502,0
1984,MMR,0,23000,96000
1984,MOZ,109,350000,75000
1984,MRT,0,3000,0
1984,MUS,0,0,0
1984,MYS,200,6,0
1984,NER,0,0,0
1984,NGA,100,0,0
1984,NLD,0,0,0
1984,NPL,300,0,0
1984,NZL,0,6805,20000
1984,PAK,103,3224,22000
1984,PAN,1,1000,0
1984,PER,28,3000,3000
1984,PHL,2918,4605456,336490
1984,REU,0,0,0
1984,ROU,0,2000,0
1984,RWA,0,420000,0
1984,SEN,0,0,0
1984,SLE,60,0,0
1984,SUN,850,20100,0
1984,SWZ,53,632500,54152
1984,THA,17,786171,403000
1984,TUR,6,750273,0
1984,TUV,0,0,0
1984,TWN,234,15,0
1984,TZA,33,1900074,0
1984,USA,545,20553,2610600
1984,VNM,188,689799,0
1984,YUG,62,66,0
1984,ZAF,64,5.00E+05,142000
1985,AGO,0,5.00E+05,0
1985,ALB,125,7111,0
1985,ARG,122,1251732,1530000
1985,ASM,0,0,0
1985,AUS,38,100,168202
1985,AUT,12,0,0
1985,BEL,39,500,0
1985,BEN,61,475000,4800
1985,BFA,0,572,0
1985,BGD,16555,2331300,50000
1985,BHS,100,0,0
1985,BMU,0,0,2000
1985,BOL,29,475,0
1985,BRA,135,615040,851000
1985,BTN,41,247,0
1985,CAN,268,1000,117000
1985,CHE,13,20,3500
1985,CHL,180,1482275,1500000
1985,CHN,2192,236019,702750
1985,COL,21839,12700,1.00E+06
1985,COM,2,35000,5568
1985,CSK,10,0,0
1985,CUB,4,501891,0
1985,DDR,13,40,0
1985,DFR,0,26,35000
1985,DNK,0,0,0
1985,DOM,12,895,0
1985,DZA,56,15000,1000
1985,ECU,0,800,0
1985,EGY,16,23,0
1985,ESP,222,300,0
1985,ETH,1502,33315,0
1985,FJI,32,122000,76000
1985,FRA,130,435,0
1985,GBR,248,445,0
1985,GHA,4,1500,0
1985,GRC,23,186,0
1985,GTM,0,5000,0
1985,HKG,2,978,42
1985,HND,21,0,0
1985,IDN,52,15385,0
1985,IND,4373,11539289,952000
1985,IRL,329,0,0
1985,IRN,1,7080,0
1985,ISR,22,0,0
1985,ITA,375,71,15000
1985,JAM,7,300,5200
1985,JPN,569,30220,99500
1985,KOR,70,34,14000
1985,LAO,0,0,0
1985,LKA,0,8000,0
1985,LSO,0,80000,0
1985,MEX,9510,2135303,4104000
1985,MLI,51,0,0
1985,MMR,0,4050,7300
1985,MOZ,66,500360,4200
1985,MRT,0,6900,0
1985,MUS,0,0,0
1985,NGA,0,6000,8000
1985,NLD,0,0,0
1985,NPL,46,62557,0
1985,NZL,4,270,0
1985,PAK,5,12038,2000
1985,PER,170,4400,0
1985,PHL,741,1634678,83033
1985,PNG,0,0,1000
1985,PRI,600,0,0
1985,PRT,143,145,95000
1985,SAU,32,5000,450000
1985,SEN,300,6100,0
1985,SLB,0,650,0
1985,SLE,352,3000,0
1985,SOM,1262,4815,0
1985,SUN,269,18129,10000
1985,SWE,11,0,5800
1985,TCA,0,770,5
1985,TCD,0,500,0
1985,THA,18,7640,3600
1985,TUR,59,744,0
1985,TZA,10,118,0
1985,USA,387,1026315,5094100
1985,VEN,38,15000,0
1985,VNM,891,3250257,0
1985,VUT,9,117500,173000
1985,YUG,0,1516,0
1986,ARG,4,205000,0
1986,AUS,15,1012,265839
1986,BFA,0,0,0
1986,BGD,2561,3195100,0
1986,BGR,3,3060,0
1986,BMU,0,0,1500
1986,BOL,29,310000,50000
1986,BRA,52,66057,5000
1986,BWA,0,0,0
1986,CAF,31,0,0
1986,CAN,30,14471,30000
1986,CHE,0,0,105000
1986,CHL,129,85388,17200
1986,CHN,924,14446346,2928410
1986,CMR,1746,10437,0
1986,COL,322,278000,2500
1986,CUB,0,7500,0
1986,DDR,71,0,0
1986,DOM,12,2000,0
1986,EGY,50,0,0
1986,ETH,0,0,0
1986,FJI,20,218000,35400
1986,FRA,5,2000,0
1986,GBR,58,0,0
1986,GMB,0,0,0
1986,GNB,0,0,0
1986,GRC,20,45300,760000
1986,GTM,94,2500,0
1986,HKG,5,44,0
1986,HND,50,30000,0
1986,HTI,349,147160,0
1986,HUN,0,0,5.00E+05
1986,IDN,510,628700,0
1986,IND,2072,6207100,654043
1986,IRL,11,0,0
1986,IRN,369,41904,1591000
1986,ITA,21,10,20000
1986,JAM,54,40000,76000
1986,JPN,88,177358,2200000
1986,KOR,58,6696,10900
1986,LCA,0,0,0
1986,LKA,104,112485,934
1986,MDG,99,112532,150000
1986,MEX,207,0,0
1986,MLI,0,0,0
1986,MMR,26,21540,8000
1986,MNG,0,0,0
1986,MOZ,77,0,0
1986,MYS,11,25000,11500
1986,NER,0,0,0
1986,NGA,1250,1430,0
1986,NLD,0,0,0
1986,NPL,23,0,3600
1986,NZL,1,3030,23100
1986,PAK,117,1000,0
1986,PAN,2,6000,350
1986,PER,174,208546,23200
1986,PHL,428,1243351,86516
1986,PNG,0,1000,500
1986,PRI,95,0,0
1986,PRT,37,50,0
1986,ROU,17,0,0
1986,SAU,67,0,0
1986,SDN,60,0,0
1986,SEN,0,0,0
1986,SGP,24,0,0
1986,SLB,101,150000,20000
1986,SLV,1137,770000,1500000
1986,SOM,1307,7093,0
1986,STP,150,0,0
1986,SUN,503,365058,3530000
1986,TCD,0,0,0
1986,THA,42,27801,2000
1986,TUN,23,2500,0
1986,TUR,63,21103,0
1986,TWN,131,180,485000
1986,TZA,0,6000,0
1986,UGA,27,340,0
1986,URY,0,18500,0
1986,USA,200,2259,1845720
1986,VCT,0,152,0
1986,VEN,3,1000,1000
1986,VNM,600,2502502,0
1986,WLF,1,4500,0
1986,YUG,0,1000,0
1986,ZAF,245,850362,0
1986,ZMB,0,0,0
1987,AFG,70,0,0
1987,AGO,59,673,0
1987,ARG,1,165752,110000
1987,AZO,28,0,0
1987,BEL,193,408,0
1987,BEN,65,403,0
1987,BFA,0,0,0
1987,BGD,3818,30301200,1057500
1987,BMU,28,40,50000
1987,BOL,25,20000,0
1987,BRA,426,761087,62000
1987,BRB,0,230,1.00E+05
1987,CAN,27,250,450000
1987,CHE,1,0,138900
1987,CHL,237,202506,178000
1987,CHN,1365,2597952,230154
1987,CIV,51,0,0
1987,CMR,0,0,0
1987,COD,1021,0,0
1987,COK,5,2000,25000
1987,COL,674,7286,0
1987,COM,24,50000,9000
1987,CSK,0,0,16000
1987,CUB,0,0,0
1987,DOM,103,0,23700
1987,DZA,33,3152,1000
1987,ECU,5244,166006,1500000
1987,EGY,137,114,0
1987,ESP,66,2003,1291000
1987,ETH,421,7.00E+06,0
1987,FJI,1,3369,25000
1987,FRA,43,16,1700000
1987,FSM,5,203,6000
1987,GBR,63,602,1565000
1987,GIN,18,30,0
1987,GMB,0,0,0
1987,GNB,69,9703,0
1987,GNQ,15,313,0
1987,GRC,1048,0,350000
1987,GTM,84,82550,0
1987,GUM,0,502,145
1987,HKG,10,1007,0
1987,HTI,33,10175,0
1987,IDN,783,74986,71700
1987,IND,2667,318381500,545000
1987,IRL,0,0,0
1987,IRN,867,3975,0
1987,ITA,127,6189,1898700
1987,JAM,9,26000,31000
1987,JOR,9,29,0
1987,JPN,10,87662,0
1987,KEN,26,0,0
1987,KHM,0,0,0
1987,KNA,0,0,500
1987,KOR,809,210000,547000
1987,LAO,63,2000,0
1987,LBN,0,1500,10000
1987,LCA,0,0,0
1987,LKA,77,2200000,0
1987,LSO,18,1.00E+05,0
1987,MAR,0,0,0
1987,MDV,0,300,6000
1987,MEX,153,3262,0
1987,MLI,202,305,0
1987,MMR,447,9700,300
1987,MOZ,50,8000,0
1987,MRT,35,178,0
1987,MUS,159,0,0
1987,MWI,0,1429267,0
1987,MYS,3,3576,863
1987,NER,0,0,0
1987,NGA,600,1120,0
1987,NIC,0,50,0
1987,NPL,214,351010,95490
1987,NZL,1,7855,210000
1987,PAK,78,0,0
1987,PER,444,28904,0
1987,PHL,5410,4243342,197950
1987,PNG,1,4000,2625
1987,POL,202,0,5.00E+05
1987,PRK,435,20071,0
1987,PRT,19,0,0
1987,PYF,10,0,0
1987,REU,10,4000,2000
1987,SDN,155,3450000,0
1987,SEN,0,0,0
1987,SLE,62,0,0
1987,SOM,600,530000,0
1987,SUN,290,36506,546000
1987,SWE,7,100,0
1987,TCD,0,0,0
1987,THA,256,6,7200
1987,TKL,0,1730,500
1987,TUR,41,150,0
1987,TUV,0,0,0
1987,TWN,82,2200,0
1987,TZA,90,500,0
1987,UGA,171,6.00E+05,0
1987,USA,535,29500,421000
1987,VCT,0,1208,10300
1987,VEN,226,17029,800
1987,VNM,123,937011,0
1987,VUT,48,48000,25000
1987,YMN,0,0,0
1987,YUG,27,0,0
1987,ZAF,758,65452,765305
1987,ZMB,400,0,0
1988,AFG,0,161000,260000
1988,AGO,26,0,0
1988,ALB,0,690,0
1988,ARG,47,4600000,490000
1988,AUS,17,0,88472
1988,BEN,0,84000,0
1988,BFA,16,233324,0
1988,BGD,4296,55574160,2137000
1988,BGR,25,0,0
1988,BHS,0,0,0
1988,BOL,0,0,48400
1988,BRA,1066,3071904,1030000
1988,BWA,191,26625,0
1988,CAN,2,3800,825000
1988,CHE,0,2000,0
1988,CHL,0,2000,0
1988,CHN,4988,76257544,3175095
1988,CMR,101,1340,0
1988,COL,308,232700,50000
1988,CPV,0,0,0
1988,CRI,35,140000,69000
1988,CUB,50,151599,0
1988,DFR,148,3921,14000
1988,DJI,0,30000,0
1988,DOM,0,1191150,0
1988,DZA,0,10364,0
1988,ECU,20,0,0
1988,EGY,100,0,0
1988,ETH,7476,88544,0
1988,FRA,89,343,5.00E+05
1988,GAB,0,10132,0
1988,GBR,230,500,1200000
1988,GHA,15,138,0
1988,GLP,0,0,0
1988,GMB,0,0,0
1988,GRC,56,25,0
1988,GTM,5,8050,0
1988,GUY,0,281,400
1988,HKG,0,104,0
1988,HND,19,16137,0
1988,HTI,81,876081,91436
1988,IDN,475,111570,4600
1988,IND,8902,44225128,1032700
1988,IRN,381,166554,150000
1988,IRQ,26,0,0
1988,ISL,0,280,0
1988,ITA,32,0,0
1988,JAM,49,810000,1000440
1988,JPN,78,0,0
1988,KEN,77,0,0
1988,KOR,65,0,0
1988,LAO,0,730000,0
1988,LBY,30,0,0
1988,LCA,0,0,2500
1988,LKA,0,806000,0
1988,MAR,31,0,0
1988,MDG,200,950000,0
1988,MEX,523,145143,326600
1988,MLI,64,10159,0
1988,MMR,135,42008,56000
1988,MOZ,100,4000,0
1988,MRT,38,575,0
1988,MYS,57,60300,0
1988,NAM,100,0,0
1988,NER,20,1080000,10200
1988,NGA,245,301500,0
1988,NIC,130,360278,4.00E+05
1988,NOR,36,0,0
1988,NPL,984,301016,60000
1988,NZL,7,1958,0
1988,PAK,486,1016000,4180
1988,PAN,30,8732,60000
1988,PER,456,6025,0
1988,PHL,1783,4530276,407891
1988,PNG,76,1000,0
1988,PRT,2,2245,250000
1988,PRY,0,45000,0
1988,RWA,48,21678,0
1988,SDN,2887,2538805,0
1988,SEN,0,10000,0
1988,SLB,1,500,0
1988,SLV,55,39060,0
1988,SOM,0,53500,0
1988,SUN,25275,1644746,1.40E+07
1988,TCD,487,55492,157
1988,TGO,50,1617,0
1988,THA,840,1114824,169146
1988,TTO,6,20,2000
1988,TUN,8,127,0
1988,TUR,105,2120,0
1988,TZA,0,116500,0
1988,UGA,0,2000,0
1988,USA,85,0,0
1988,VEN,77,5480,0
1988,VNM,207,1320000,0
1988,VUT,1,9700,0
1988,YUG,101,0,0
1988,ZAF,113,1320028,0
1989,AFG,61,0,0
1989,AGO,766,2015525,0
1989,ALB,0,3200000,0
1989,ANT,11,0,50000
1989,ASM,0,0,5000
1989,ATG,2,8030,80000
1989,AUS,98,2115,1107911
1989,AUT,11,0,0
1989,AZO,144,0,0
1989,BDI,112,3600,0
1989,BEL,12,2,0
1989,BEN,228,2411,0
1989,BGD,1946,5305100,16200
1989,BGR,15,100,0
1989,BMU,0,0,0
1989,BOL,90,97,0
1989,BRA,378,1157185,0
1989,CAN,64,25045,4200000
1989,CHL,21,0,0
1989,CHN,3909,138272407,3892000
1989,CIV,48,7070,0
1989,CMR,100,550,0
1989,COD,86,148,0
1989,COL,200,4307,23000
1989,COM,3,450,5236
1989,CUB,195,163,0
1989,DDR,21,0,0
1989,DJI,10,150300,1100
1989,DMA,0,710,20000
1989,DNK,55,0,0
1989,DOM,50,40,0
1989,DZA,49,12184,0
1989,ECU,65,30000,15000
1989,EGY,10,0,0
1989,ESP,45,0,375000
1989,ETH,78,6500000,0
1989,FJI,10,0,0
1989,FRA,65,0,1600000
1989,GBR,215,375,0
1989,GHA,7,2819,0
1989,GIN,17,0,0
1989,GLP,5,11084,50000
1989,GNB,0,2625,0
1989,GRC,34,0,0
1989,GTM,93,0,0
1989,GUY,0,0,0
1989,HKG,12,3512,67
1989,HND,151,0,0
1989,HTI,0,28116,0
1989,IDN,486,99038,341
1989,IND,2930,3702419,0
1989,IRN,100,151717,2000
1989,IRQ,750,0,0
1989,ITA,25,30,0
1989,JOR,0,0,0
1989,JPN,80,0,0
1989,KEN,98,114,0
1989,KNA,1,1300,46000
1989,KOR,140,75207,200100
1989,LBY,78,121,0
1989,LKA,377,501000,35000
1989,LSO,0,0,0
1989,MAR,0,0,0
1989,MDG,46,55346,0
1989,MEX,247,850,83200
1989,MLI,1,14635,0
1989,MMR,87,31828,82300
1989,MOZ,99,48,0
1989,MSR,11,12040,240000
1989,MTQ,0,0,0
1989,MUS,1,4507,60000
1989,MWI,69,150587,28000
1989,MYS,48,0,0
1989,NCL,2,0,0
1989,NER,356,1785,0
1989,NGA,339,5041,0
1989,NOR,84,0,0
1989,NPL,108,60,0
1989,NZL,10,154,0
1989,PAK,305,142400,0
1989,PER,440,500,0
1989,PHL,737,2446910,177580
1989,PRI,47,2000,0
1989,PRT,0,0,0
1989,REU,10,6261,50000
1989,ROU,190,0,0
1989,RWA,237,60000,0
1989,SDN,100,0,0
1989,SLV,10,0,0
1989,SOM,64,50000,0
1989,STP,31,1063,0
1989,SUN,1187,23422,1087800
1989,SUR,169,13,0
1989,SWE,16,0,0
1989,TGO,0,4.00E+05,0
1989,THA,592,199000,452000
1989,TUR,29,34,0
1989,TWN,118,0,0
1989,TZA,30,141056,0
1989,UGA,156,961,0
1989,USA,603,29357,14580000
1989,VEN,37,2000,0
1989,VIR,0,10000,21800
1989,VNM,1181,6417359,21000
1989,VUT,12,3000,0
1989,WSM,0,0,15500
1989,YMD,25,340000,33000
1989,YMN,38,150000,0
1989,YUG,104,20,0
1989,ZAF,181,0,67700
1989,ZMB,0,8.00E+05,0
1989,ZWE,111,87,0
1990,AFG,246,0,0
1990,AGO,70,0,0
1990,ARG,76,2000,0
1990,ATG,0,0,0
1990,AUS,84,8000,818400
1990,AUT,3,0,250000
1990,BEL,29,51,980000
1990,BFA,0,2600000,0
1990,BGD,1380,2065770,6000
1990,BGR,1,0,0
1990,BHR,10,0,0
1990,BHS,0,0,0
1990,BLZ,0,0,4450
1990,BOL,0,283160,0
1990,BRA,68,2800,0
1990,BRB,0,0,15000
1990,CAN,8,4000,8500
1990,CHE,51,0,280000
1990,CHL,28,2500,0
1990,CHN,1819,48277220,2940685
1990,CMR,118,187072,0
1990,COD,67,27500,0
1990,COG,23,0,0
1990,COK,8,1200,0
1990,COL,95,20645,0
1990,CRI,24,14609,19500
1990,CSK,21,0,0
1990,CUB,7,12374,0
1990,DEU,64,182,4440000
1990,DFR,29,72,0
1990,DNK,1,0,190000
1990,DOM,60,0,0
1990,DZA,24,0,0
1990,ECU,28,6510,0
1990,EGY,19,0,0
1990,ESP,83,6000026,4500000
1990,ETH,0,350000,0
1990,FIN,0,0,10000
1990,FJI,0,6000,10000
1990,FRA,73,22,1910000
1990,GBR,83,0,4791000
1990,GEO,15,45,0
1990,GHA,60,0,0
1990,GLP,0,0,0
1990,GRC,4,61,1.00E+06
1990,GRD,0,1000,6000
1990,GTM,257,0,0
1990,HKG,130,43,0
1990,HND,38,48000,1.00E+05
1990,HTI,0,0,0
1990,IDN,522,40576,14900
1990,IND,4077,4140283,2962500
1990,IRL,2,0,110000
1990,IRN,40063,732400,8309700
1990,ISR,40,81,0
1990,ITA,77,2986,2105000
1990,JAM,0,300,0
1990,JPN,67,148366,5713000
1990,KEN,54,0,0
1990,KNA,0,0,0
1990,KOR,214,189260,96600
1990,LBN,45,0,0
1990,LBR,0,1.00E+06,47000
1990,LKA,58,440000,0
1990,LSO,22,0,0
1990,LUX,0,0,370000
1990,MAR,0,0,0
1990,MEX,536,17900,134700
1990,MMR,200,7984,2500
1990,MNG,87,0,110000
1990,MOZ,694,4000,0
1990,MRT,23,0,0
1990,MSR,0,0,0
1990,MTQ,8,1500,0
1990,MWI,0,2800000,0
1990,NER,0,1630000,0
1990,NGA,269,0,0
1990,NIC,4,106411,0
1990,NIU,0,200,0
1990,NLD,20,0,1812100
1990,NOR,160,0,130000
1990,NPL,205,6300,0
1990,PAK,551,996,1000
1990,PAN,20,0,0
1990,PER,555,2307400,37000
1990,PHL,3493,8920568,823158
1990,PNG,0,0,0
1990,POL,16,39,50000
1990,PRT,15,37,0
1990,PRY,0,15000,0
1990,ROU,9,700,0
1990,SAU,1426,0,0
1990,SDN,190,608029,0
1990,SLV,33,0,0
1990,SUN,284,47841,177900
1990,SWE,0,0,10000
1990,SWZ,0,250000,1739
1990,TCA,0,0,0
1990,THA,287,97,50000
1990,TJK,0,280,0
1990,TKL,0,102,2400
1990,TON,1,3103,2500
1990,TTO,0,1000,0
1990,TUN,57,152000,242800
1990,TUR,188,4500,150000
1990,TUV,0,700,0
1990,TWN,155,20554,0
1990,TZA,389,162868,280
1990,UGA,220,1170,0
1990,USA,430,14739,952700
1990,VEN,99,9506,0
1990,VNM,384,512308,725
1990,VUT,0,2,0
1990,WSM,8,195000,2.00E+05
1990,YUG,169,0,1766100
1990,ZAF,59,6,393000
1990,ZMB,114,667,0
1991,AFG,1497,146600,60000
1991,AGO,58,0,0
1991,ALB,60,0,0
1991,ARG,0,63200,0
1991,AUS,39,408,474560
1991,AUT,18,30,110000
1991,BEL,0,100,0
1991,BEN,3,0,0
1991,BFA,37,0,0
1991,BGD,142679,20037329,1930000
1991,BOL,354,17665,0
1991,BRA,633,34860,2000
1991,CAN,51,171,5.00E+05
1991,CHE,0,200,0
1991,CHL,171,146179,221000
1991,CHN,5927,218880139,8769810
1991,CIV,16,50,0
1991,CMR,310,1543,0
1991,COD,500,0,0
1991,COG,110,300,0
1991,COL,558,15131,400
1991,COM,0,200,0
1991,CRI,48,195590,1.00E+05
1991,CSK,20,0,0
1991,CUB,190,200,0
1991,CYP,0,0,0
1991,DEU,28,4,5000
1991,DFR,5,0,56000
1991,DNK,0,100,0
1991,DOM,10,0,0
1991,DZA,0,204,0
1991,ECU,375,15131,0
1991,EGY,505,1808,0
1991,ESP,17,50,0
1991,ETH,163,50200,0
1991,FRA,74,2570,772000
1991,GAB,72,0,0
1991,GBR,61,1773,9.00E+05
1991,GEO,8,3740,0
1991,GHA,109,2.00E+06,0
1991,GRC,71,200,0
1991,GTM,238,50690,0
1991,HKG,22,182,10000
1991,IDN,781,279905,47000
1991,IND,3787,8779733,318000
1991,IRL,0,0,4000
1991,IRN,104,216515,583400
1991,IRQ,20,500,0
1991,ISR,5,0,0
1991,ITA,140,7000,0
1991,JAM,15,551340,30000
1991,JOR,10,18000,0
1991,JPN,223,101857,10096500
1991,KEN,320,2700240,0
1991,KHM,100,9.00E+05,150000
1991,KOR,308,22326,463600
1991,LAO,0,370315,1150
1991,LKA,47,297151,30000
1991,MAR,44,18,0
1991,MDG,72,250000,0
1991,MDV,0,23849,30000
1991,MEX,283,91899,152000
1991,MHL,0,6000,0
1991,MLI,52,302000,0
1991,MLT,12,0,0
1991,MMR,98,363109,79840
1991,MNG,6,0,0
1991,MOZ,109,3300100,50000
1991,MRT,4,300,0
1991,MUS,0,7500,0
1991,MWI,472,150000,24000
1991,MYS,439,3811,0
1991,NAM,20,250000,50000
1991,NER,2842,90147,0
1991,NGA,7827,11233,0
1991,NIC,2,381,80000
1991,NLD,6,0,38000
1991,NPL,1452,46300,260
1991,NZL,0,248,0
1991,PAK,1250,205382,10000
1991,PAN,85,42214,0
1991,PER,10026,330688,2000
1991,PHL,6863,2614623,487300
1991,PNG,200,5000,0
1991,POL,10,0,0
1991,PRK,110,0,0
1991,PRT,26,0,0
1991,REU,45,0,0
1991,ROU,108,20850,50000
1991,RUS,127,46,0
1991,RWA,32,214,0
1991,SAU,359,0,0
1991,SDN,12,8600000,0
1991,SLB,33,24,0
1991,SLV,155,5625,0
1991,SOM,130,0,0
1991,SUN,500,298543,3746000
1991,TCD,1301,12218,0
1991,THA,555,4430911,9801
1991,TUR,167,562,25000
1991,TWN,76,625,0
1991,TZA,687,801733,0
1991,UGA,100,0,0
1991,UKR,32,0,0
1991,URY,0,1500,0
1991,USA,302,19651,7293000
1991,VEN,160,1016,0
1991,VNM,820,773219,57200
1991,WSM,13,88000,278000
1991,YEM,10,70039,0
1991,ZAF,45,630,1.00E+06
1991,ZMB,0,1713154,0
1991,ZWE,87,5000012,50000
1992,AFG,614,4000,4000
1992,AGO,27,42,0
1992,ALB,11,35000,7000
1992,ARG,136,92004,510000
1992,ARM,21,3500000,0
1992,AUS,2,7000120,1878000
1992,AZE,59,20,0
1992,BDI,220,2068,0
1992,BEL,0,0,1.00E+05
1992,BGD,510,85500,0
1992,BHS,4,1700,250000
1992,BOL,81,40650,6.00E+05
1992,BRA,137,147553,25800
1992,BTN,0,494,0
1992,BWA,0,1.00E+05,0
1992,CAF,56,418,0
1992,CAN,43,0,2120000
1992,CHL,0,38000,120000
1992,CHN,1946,28930243,1836250
1992,CMR,731,7865,0
1992,COD,46,311,0
1992,COG,21,0,0
1992,COK,0,0,0
1992,COL,66,1646,0
1992,CPV,0,0,0
1992,CRI,0,1200,0
1992,CUB,359,14996,2590
1992,DEU,33,1609,80100
1992,DNK,0,0,751700
1992,DOM,54,0,0
1992,DZA,41,4508,900
1992,ECU,222,205000,20000
1992,EGY,598,92662,1200000
1992,ESP,63,42,0
1992,ETH,0,0,0
1992,FJI,1,2000,1600
1992,FRA,174,2625,4.00E+05
1992,GBR,11,0,0
1992,GEO,222,46,0
1992,GIN,356,0,0
1992,GMB,100,0,0
1992,GNB,0,2000,0
1992,GTM,206,5000,0
1992,GUM,1,5542,3.00E+05
1992,HKG,7,2068,269700
1992,HRV,61,25,0
1992,HTI,103,1000154,2000
1992,HUN,16,0,384000
1992,IDN,2910,402196,105400
1992,IND,2086,3072035,308950
1992,IRN,134,42775,3469400
1992,ISR,23,22,550000
1992,ITA,14,1200,697300
1992,JOR,15,0,4.00E+05
1992,JPN,21,40624,160500
1992,KEN,146,14,0
1992,KGZ,58,136806,161000
1992,KHM,50,380400,0
1992,KOR,5,711,0
1992,LAO,175,269027,25478
1992,LBN,25,104075,155000
1992,LBY,182,0,8400
1992,LKA,15,655950,252750
1992,LSO,0,331500,0
1992,LTU,0,0,52900
1992,MAR,30,27,0
1992,MEX,283,42600,176000
1992,MLI,27,32,0
1992,MMR,5,4625,55115
1992,MOZ,587,275673,0
1992,MWI,0,7.00E+06,0
1992,NGA,601,0,0
1992,NIC,180,306254,25000
1992,NLD,74,56,55200
1992,NOR,0,0,0
1992,NPL,1012,100081,6200
1992,NZL,0,0,51500
1992,PAK,1875,12842230,1000230
1992,PAN,116,50,10000
1992,PER,785,1130030,250000
1992,PHL,250,2101704,74200
1992,PNG,0,90000,0
1992,POL,35,0,0
1992,PRI,18,600,2.00E+05
1992,PRT,56,90,0
1992,PRY,0,65575,0
1992,RUS,280,1920,50700
1992,SCG,1,6000,0
1992,SEN,131,425,18700
1992,SGP,3,120,6137
1992,SLB,0,0,0
1992,SLE,100,0,0
1992,SLV,2,8350,0
1992,SOM,50,0,0
1992,SWE,13,22,0
1992,SWZ,30,2228,0
1992,TGO,0,50000,0
1992,THA,160,386446,0
1992,TJK,1601,63500,324100
1992,TUR,1292,349980,750000
1992,TWN,31,0,35000
1992,TZA,2255,40296,0
1992,UGA,124,0,0
1992,UKR,57,1000,1600
1992,URY,20,4740,0
1992,USA,157,296495,34950000
1992,UZB,10,50400,0
1992,VCT,3,200,0
1992,VEN,67,17,0
1992,VNM,345,227056,66100
1992,VUT,2,1160,0
1992,YEM,147,0,0
1992,ZAF,75,36,0
1992,ZMB,0,11659,0
1992,ZWE,258,5649,0
1993,AFG,301,1000,0
1993,ARE,0,100,7000
1993,ARG,98,8146,1142000
1993,ARM,65,48,0
1993,AUS,18,3033100,4600
1993,AUT,0,0,1000
1993,BEL,9,627,17000
1993,BGD,754,16625293,0
1993,BGR,27,5019,0
1993,BLR,0,40000,1.00E+05
1993,BOL,21,46,0
1993,BRA,99,15,0
1993,CAN,33,200,0
1993,CHE,2,0,443760
1993,CHL,115,3626,34000
1993,CHN,3050,8835022,7496514
1993,CIV,23,117,0
1993,CMR,513,4070,0
1993,COG,367,0,0
1993,COL,322,86876,0
1993,CRI,12,38691,0
1993,CUB,51,771133,1140000
1993,DEU,11,1.00E+05,1010000
1993,DJI,0,20000,0
1993,DOM,30,20000,0
1993,DZA,37,712,0
1993,ECU,460,75065,5.00E+05
1993,EGY,112,446,0
1993,ERI,28,1615700,5165
1993,ESP,40,0,0
1993,ETH,32,34840,0
1993,FJI,21,160003,1.00E+05
1993,FRA,53,1804,1150000
1993,GAB,30,0,0
1993,GBR,4,600,187000
1993,GEO,41,0,0
1993,GHA,30,9,0
1993,GIN,0,6066,0
1993,GNB,0,1722,0
1993,GRC,1,2121,0
1993,GUM,0,71,120000
1993,HKG,29,1446,202710
1993,HND,413,82447,114300
1993,HTI,1813,5000,0
1993,IDN,372,271121,32301
1993,IND,12016,129339386,7880000
1993,IRL,3,3500,38000
1993,IRN,963,503825,1241300
1993,ITA,34,1120,625000
1993,JAM,9,4372,11000
1993,JOR,0,250,1000
1993,JPN,467,58140,3318000
1993,KAZ,10,30000,36532
1993,KEN,449,43,0
1993,KOR,293,10318,138093
1993,LAO,8,120,302151
1993,LKA,133,330130,310
1993,LTU,6,780000,4600
1993,LUX,0,0,10000
1993,MAC,0,3986,0
1993,MAR,15,106,0
1993,MEX,157,338320,1767900
1993,MKD,198,10015,0
1993,MMR,137,10030,0
1993,MNG,47,1.00E+05,10000
1993,MOZ,102,63,0
1993,MRT,0,446507,0
1993,MTQ,2,3010,0
1993,MYS,179,25000,0
1993,NGA,170,0,0
1993,NIC,37,123000,0
1993,NLD,1,13000,123000
1993,NOR,0,0,3000
1993,NPL,1076,553753,2.00E+05
1993,PAK,931,261627,0
1993,PER,116,219145,0
1993,PHL,1043,4094420,337530
1993,PNG,68,114240,9000
1993,PRK,229,2896,110000
1993,REU,14,0,0
1993,ROU,3,200,0
1993,RUS,513,15013,34000
1993,SDN,24,2015,200
1993,SEN,0,5000,0
1993,SGP,0,117,0
1993,SLB,4,88500,0
1993,SLV,22,0,0
1993,TCD,0,3.00E+05,0
1993,THA,401,1104078,2114920
1993,TJK,117,76961,149000
1993,TKM,0,420,99870
1993,TTO,5,10,127
1993,TUR,266,100,0
1993,TUV,0,150,0
